Rk,Date,G#,Week,Age,Tm,Home,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD.1,Pts,Fmb,FL,FF,FR,Yds.1,TD.2,Num,Pct,Num.1,Pct.1,Num.2,Pct.2,Position,Player,FantPos,Sk,Solo,Ast,Comb,TFL,QBHits,Status,Attempts,Y/A,Yds.2,TD.3,2PM,Cmp,Att.1,Cmp%,Int,Rate,Yds.3,Y/A.1,AY/A,Rt,Yds.4,Y/Rt,TD.4,Sk.1,Yds.5,TD.5
3.0,2024-09-22,3.0,3.0,26.342,ATL,Yes,KAN,L 17-22,,,,,,,0.0%,,,,,,,,,,19.0,31%,0.0,0%,10.0,42%,TE,Charlie Woerner,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2024-09-29,4.0,4.0,26.349,ATL,Yes,NOR,W 26-24,,,,,,,0.0%,,,,,,,,,,17.0,30%,0.0,0%,12.0,43%,TE,Charlie Woerner,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,2024-10-03,5.0,5.0,26.353,ATL,Yes,TAM,W 36-30,,,,,,,0.0%,,,,,,,,,,13.0,15%,0.0,0%,18.0,56%,TE,Charlie Woerner,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,2024-10-13,6.0,6.0,26.363,ATL,No,CAR,W 38-20,,0.0,0.0,0.0,,0.0,0.0%,,,,,,,,,,25.0,36%,0.0,0%,20.0,74%,TE,Charlie Woerner,TE,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
7.0,2024-10-20,7.0,7.0,27.004,ATL,Yes,SEA,L 14-34,,0.0,0.0,0.0,,0.0,0.0%,,,,,,,,,,11.0,15%,0.0,0%,15.0,58%,TE,Charlie Woerner,TE,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
8.0,2024-10-27,8.0,8.0,27.011,ATL,No,TAM,W 31-26,,1.0,1.0,13.0,13.0,0.0,100.0%,13.0,,,,,,,,,35.0,56%,0.0,0%,21.0,78%,TE,Charlie Woerner,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
9.0,2024-11-03,9.0,9.0,27.018,ATL,Yes,DAL,W 27-21,,0.0,0.0,0.0,,0.0,0.0%,,,,,,,,,,26.0,46%,0.0,0%,23.0,88%,TE,Charlie Woerner,TE,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
10.0,2024-11-10,10.0,10.0,27.025,ATL,No,NOR,L 17-20,,1.0,0.0,0.0,,0.0,0.0%,0.0,,,,,,,,,38.0,49%,0.0,0%,18.0,67%,TE,Charlie Woerner,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
12.0,2024-12-01,12.0,13.0,27.046,ATL,Yes,LAC,L 13-17,,1.0,1.0,5.0,5.0,0.0,100.0%,5.0,,,,,,,,,47.0,58%,0.0,0%,15.0,68%,TE,Charlie Woerner,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
13.0,2024-12-08,13.0,14.0,27.053,ATL,No,MIN,L 21-42,*,1.0,1.0,11.0,11.0,0.0,100.0%,11.0,,,,,,,,,35.0,47%,0.0,0%,17.0,63%,TE,Charlie Woerner,TE,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
14.0,2024-12-16,14.0,15.0,27.061,ATL,No,LVR,W 15-9,*,3.0,2.0,7.0,3.5,0.0,66.7%,2.33,,,,,,,,,40.0,69%,0.0,0%,14.0,56%,TE,Charlie Woerner,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
15.0,2024-12-22,15.0,16.0,27.067,ATL,Yes,NYG,W 34-7,*,2.0,0.0,0.0,,0.0,0.0%,0.0,,,,,,,,,34.0,51%,0.0,0%,11.0,46%,TE,Charlie Woerner,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
16.0,2024-12-29,16.0,17.0,27.074,ATL,No,WAS,L 24-30,,1.0,1.0,6.0,6.0,0.0,100.0%,6.0,,,,,,,,,34.0,53%,0.0,0%,8.0,30%,TE,Charlie Woerner,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
1.0,2024-09-08,1.0,1.0,25.0,TEN,No,CHI,L 17-24,*,2.0,2.0,15.0,7.5,1.0,100.0%,7.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,59%,0.0,0%,12.0,42%,TE,Chigoziem Okonkwo,TE,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
2.0,2024-09-15,2.0,2.0,25.007,TEN,Yes,NYJ,L 17-24,*,3.0,3.0,16.0,5.33,0.0,100.0%,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,48%,0.0,0%,13.0,50%,TE,Chigoziem Okonkwo,TE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
3.0,2024-09-22,3.0,3.0,25.014,TEN,Yes,GNB,L 14-30,,2.0,2.0,15.0,7.5,0.0,100.0%,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,56%,0.0,0%,9.0,32%,TE,Chigoziem Okonkwo,TE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
4.0,2024-09-30,4.0,4.0,25.022,TEN,No,MIA,W 31-12,*,3.0,1.0,5.0,5.0,0.0,33.3%,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,51%,0.0,0%,10.0,32%,TE,Chigoziem Okonkwo,TE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
5.0,2024-10-13,5.0,6.0,25.035,TEN,Yes,IND,L 17-20,,3.0,3.0,6.0,2.0,0.0,100.0%,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,57%,0.0,0%,10.0,38%,TE,Chigoziem Okonkwo,TE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
6.0,2024-10-20,6.0,7.0,25.042,TEN,No,BUF,L 10-34,,4.0,4.0,50.0,12.5,0.0,100.0%,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,58%,0.0,0%,12.0,43%,TE,Chigoziem Okonkwo,TE,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
7.0,2024-10-27,7.0,8.0,25.049,TEN,No,DET,L 14-52,,5.0,2.0,14.0,7.0,0.0,40.0%,2.8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,47.0,62%,0.0,0%,15.0,45%,TE,Chigoziem Okonkwo,TE,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
8.0,2024-11-03,8.0,9.0,25.056,TEN,Yes,NWE,W 20-17,*,4.0,3.0,38.0,12.67,0.0,75.0%,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,73%,0.0,0%,9.0,35%,TE,Chigoziem Okonkwo,TE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
9.0,2024-11-10,9.0,10.0,25.063,TEN,No,LAC,L 17-27,,1.0,1.0,14.0,14.0,0.0,100.0%,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,54%,0.0,0%,10.0,38%,TE,Chigoziem Okonkwo,TE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
10.0,2024-11-17,10.0,11.0,25.07,TEN,Yes,MIN,L 13-23,*,4.0,2.0,19.0,9.5,0.0,50.0%,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,71%,0.0,0%,10.0,38%,TE,Chigoziem Okonkwo,TE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
11.0,2024-11-24,11.0,12.0,25.077,TEN,No,HOU,W 32-27,*,1.0,1.0,70.0,70.0,1.0,100.0%,70.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,76%,0.0,0%,12.0,34%,TE,Chigoziem Okonkwo,TE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
12.0,2024-12-01,12.0,13.0,25.084,TEN,No,WAS,L 19-42,,6.0,3.0,27.0,9.0,0.0,50.0%,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,65%,0.0,0%,11.0,39%,TE,Chigoziem Okonkwo,TE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
13.0,2024-12-08,13.0,14.0,25.091,TEN,Yes,JAX,L 6-10,*,4.0,3.0,8.0,2.67,0.0,75.0%,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,72%,0.0,0%,6.0,33%,TE,Chigoziem Okonkwo,TE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
14.0,2024-12-15,14.0,15.0,25.098,TEN,Yes,CIN,L 27-37,*,10.0,8.0,59.0,7.38,0.0,80.0%,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,63%,0.0,0%,8.0,37%,TE,Chigoziem Okonkwo,TE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
15.0,2024-12-22,15.0,16.0,25.105,TEN,No,IND,L 30-38,*,11.0,9.0,81.0,9.0,0.0,81.8%,7.36,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,85%,0.0,0%,11.0,37%,TE,Chigoziem Okonkwo,TE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,,,,,,,,,,,,,,,
16.0,2024-12-29,16.0,17.0,25.112,TEN,No,JAX,L 13-20,*,7.0,5.0,42.0,8.4,0.0,71.4%,6.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,51.0,74%,0.0,0%,8.0,38%,TE,Chigoziem Okonkwo,TE,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,17.0,0.0,0.0,,,,,,,,,,,,,,,,
1.0,2024-09-08,1.0,1.0,32.151,NYG,Yes,MIN,L 6-28,*,,,,,,0.0%,,0.0,0.0,,,,,,,20.0,28%,0.0,0%,13.0,54%,TE,Chris Manhertz,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2024-09-15,2.0,2.0,32.158,NYG,No,WAS,L 18-21,*,0.0,0.0,0.0,,0.0,0.0%,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,46%,0.0,0%,3.0,14%,TE,Chris Manhertz,TE,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
3.0,2024-09-22,3.0,3.0,32.165,NYG,No,CLE,W 21-15,*,,,,,,0.0%,,0.0,0.0,,,,,,,27.0,38%,0.0,0%,14.0,54%,TE,Chris Manhertz,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2024-09-26,4.0,4.0,32.169,NYG,Yes,DAL,L 15-20,*,0.0,0.0,0.0,,0.0,0.0%,,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,29.0,42%,0.0,0%,10.0,40%,TE,Chris Manhertz,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
5.0,2024-10-06,5.0,5.0,32.179,NYG,No,SEA,W 29-20,,,,,,,0.0%,,0.0,0.0,,,,,,,19.0,26%,0.0,0%,9.0,30%,TE,Chris Manhertz,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,2024-10-13,6.0,6.0,32.186,NYG,Yes,CIN,L 7-17,,,,,,,0.0%,,0.0,0.0,,,,,,,19.0,24%,0.0,0%,7.0,32%,TE,Chris Manhertz,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,2024-10-20,7.0,7.0,32.193,NYG,Yes,PHI,L 3-28,*,,,,,,0.0%,,0.0,0.0,,,,,,,8.0,14%,0.0,0%,12.0,38%,TE,Chris Manhertz,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2024-10-28,8.0,8.0,32.201,NYG,No,PIT,L 18-26,,1.0,0.0,0.0,,0.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15%,0.0,0%,8.0,27%,TE,Chris Manhertz,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
9.0,2024-11-03,9.0,9.0,32.207,NYG,Yes,WAS,L 22-27,,1.0,1.0,2.0,2.0,1.0,100.0%,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,25%,0.0,0%,4.0,18%,TE,Chris Manhertz,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
10.0,2024-11-10,10.0,10.0,32.214,NYG,No,CAR,L 17-20,*,,,,,,0.0%,,0.0,0.0,,,,,,,25.0,33%,0.0,0%,9.0,30%,TE,Chris Manhertz,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,2024-11-24,11.0,12.0,32.228,NYG,Yes,TAM,L 7-30,*,,,,,,0.0%,,0.0,0.0,,,,,,,12.0,20%,0.0,0%,5.0,25%,TE,Chris Manhertz,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,2024-11-28,12.0,13.0,32.232,NYG,No,DAL,L 20-27,*,,,,,,0.0%,,0.0,0.0,,,,,,,21.0,33%,0.0,0%,10.0,32%,TE,Chris Manhertz,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,2024-12-08,13.0,14.0,32.242,NYG,Yes,NOR,L 11-14,,,,,,,0.0%,,0.0,0.0,,,,,,,15.0,19%,0.0,0%,11.0,38%,TE,Chris Manhertz,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,2024-12-15,14.0,15.0,32.249,NYG,Yes,BAL,L 14-35,*,,,,,,0.0%,,0.0,0.0,,,,,,,27.0,40%,0.0,0%,8.0,38%,TE,Chris Manhertz,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,2024-12-22,15.0,16.0,32.256,NYG,No,ATL,L 7-34,,,,,,,0.0%,,0.0,0.0,,,,,,,16.0,27%,0.0,0%,13.0,54%,TE,Chris Manhertz,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,2024-12-29,16.0,17.0,32.263,NYG,Yes,IND,W 45-33,*,1.0,1.0,12.0,12.0,0.0,100.0%,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,45%,0.0,0%,17.0,53%,TE,Chris Manhertz,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
1.0,2024-09-08,1.0,1.0,25.244,LAR,No,DET,L 20-26,*,5.0,4.0,47.0,11.75,0.0,80.0%,9.4,0.0,0.0,,,,,,,69.0,88%,0.0,0%,0.0,0%,TE,Colby Parkinson,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
2.0,2024-09-15,2.0,2.0,25.251,LAR,No,ARI,L 10-41,*,2.0,1.0,12.0,12.0,0.0,50.0%,6.0,0.0,0.0,,,,,,,42.0,81%,0.0,0%,0.0,0%,TE,Colby Parkinson,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
3.0,2024-09-22,3.0,3.0,25.258,LAR,Yes,SFO,W 27-24,*,5.0,3.0,21.0,7.0,0.0,60.0%,4.2,0.0,0.0,,,,,,,58.0,100%,0.0,0%,0.0,0%,TE,Colby Parkinson,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
4.0,2024-09-29,4.0,4.0,25.265,LAR,No,CHI,L 18-24,*,7.0,4.0,33.0,8.25,0.0,57.1%,4.71,0.0,0.0,,,,,,,53.0,87%,0.0,0%,0.0,0%,TE,Colby Parkinson,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
5.0,2024-10-06,5.0,5.0,25.272,LAR,Yes,GNB,L 19-24,*,13.0,7.0,52.0,7.43,0.0,53.8%,4.0,0.0,0.0,,,,,,,62.0,79%,0.0,0%,0.0,0%,TE,Colby Parkinson,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
6.0,2024-10-20,6.0,7.0,25.286,LAR,Yes,LVR,W 20-15,*,2.0,2.0,32.0,16.0,0.0,100.0%,16.0,0.0,0.0,,,,,,,35.0,64%,0.0,0%,0.0,0%,TE,Colby Parkinson,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
7.0,2024-10-24,7.0,8.0,25.29,LAR,Yes,MIN,W 30-20,*,2.0,2.0,17.0,8.5,0.0,100.0%,8.5,0.0,0.0,,,,,,,46.0,64%,0.0,0%,1.0,4%,TE,Colby Parkinson,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
8.0,2024-11-03,8.0,9.0,25.3,LAR,No,SEA,W 26-20,*,0.0,0.0,0.0,,0.0,0.0%,,0.0,0.0,,,,,,,32.0,42%,0.0,0%,0.0,0%,TE,Colby Parkinson,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
9.0,2024-11-11,9.0,10.0,25.308,LAR,Yes,MIA,L 15-23,,,,,,,0.0%,,0.0,0.0,,,,,,,11.0,16%,0.0,0%,7.0,25%,TE,Colby Parkinson,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,2024-11-17,10.0,11.0,25.314,LAR,No,NWE,W 28-22,,1.0,1.0,19.0,19.0,1.0,100.0%,19.0,1.0,6.0,,,,,,,19.0,37%,0.0,0%,6.0,22%,TE,Colby Parkinson,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
11.0,2024-11-24,11.0,12.0,25.321,LAR,Yes,PHI,L 20-37,,2.0,1.0,10.0,10.0,0.0,50.0%,5.0,0.0,0.0,,,,,,,19.0,30%,0.0,0%,8.0,29%,TE,Colby Parkinson,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
12.0,2024-12-01,12.0,13.0,25.328,LAR,No,NOR,W 21-14,,1.0,1.0,13.0,13.0,0.0,100.0%,13.0,0.0,0.0,,,,,,,20.0,36%,0.0,0%,7.0,33%,TE,Colby Parkinson,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
13.0,2024-12-08,13.0,14.0,25.335,LAR,Yes,BUF,W 44-42,,1.0,1.0,11.0,11.0,0.0,100.0%,11.0,0.0,0.0,,,,,,,37.0,48%,0.0,0%,9.0,27%,TE,Colby Parkinson,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
14.0,2024-12-12,14.0,15.0,25.339,LAR,No,SFO,W 12-6,*,5.0,2.0,21.0,10.5,0.0,40.0%,4.2,0.0,0.0,,,,,,,32.0,49%,0.0,0%,6.0,22%,TE,Colby Parkinson,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
15.0,2024-12-22,15.0,16.0,25.349,LAR,No,NYJ,W 19-9,,1.0,0.0,0.0,,0.0,0.0%,0.0,0.0,0.0,,,,,,,17.0,33%,0.0,0%,4.0,25%,TE,Colby Parkinson,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
16.0,2024-12-28,16.0,17.0,25.355,LAR,Yes,ARI,W 13-9,,1.0,0.0,0.0,,0.0,0.0%,0.0,0.0,0.0,,,,,,,23.0,40%,0.0,0%,9.0,41%,TE,Colby Parkinson,TE,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
1.0,2024-09-08,1.0,1.0,25.182,CHI,Yes,TEN,W 24-17,,1.0,1.0,4.0,4.0,0.0,100.0%,4.0,0.0,0.0,,,,,,,27.0,48%,0.0,0%,4.0,14%,TE,Cole Kmet,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2024-09-15,2.0,2.0,25.189,CHI,No,HOU,L 13-19,*,5.0,4.0,27.0,6.75,0.0,80.0%,5.4,0.0,0.0,,,,,,,54.0,77%,0.0,0%,3.0,10%,TE,Cole Kmet,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,2024-09-22,3.0,3.0,25.196,CHI,No,IND,L 16-21,*,11.0,10.0,97.0,9.7,1.0,90.9%,8.82,1.0,6.0,,,,,,,73.0,81%,0.0,0%,3.0,13%,TE,Cole Kmet,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2024-09-29,4.0,4.0,25.203,CHI,Yes,LAR,W 24-18,*,3.0,3.0,34.0,11.33,0.0,100.0%,11.33,0.0,0.0,,,,,,,54.0,90%,0.0,0%,4.0,15%,TE,Cole Kmet,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,2024-10-06,5.0,5.0,25.21,CHI,Yes,CAR,W 36-10,*,4.0,3.0,57.0,19.0,0.0,75.0%,14.25,0.0,0.0,,,,,,,63.0,84%,0.0,0%,5.0,19%,TE,Cole Kmet,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,2024-10-13,6.0,6.0,25.217,CHI,Yes,JAX,W 35-16,*,5.0,5.0,70.0,14.0,2.0,100.0%,14.0,2.0,12.0,,,,,,,57.0,86%,0.0,0%,7.0,29%,TE,Cole Kmet,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,2024-10-27,7.0,8.0,25.231,CHI,No,WAS,L 15-18,*,1.0,1.0,14.0,14.0,0.0,100.0%,14.0,0.0,2.0,,,,,,,49.0,78%,0.0,0%,1.0,4%,TE,Cole Kmet,TE,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
8.0,2024-11-03,8.0,9.0,25.238,CHI,No,ARI,L 9-29,*,,,,,,0.0%,,0.0,0.0,,,,,,,63.0,85%,0.0,0%,3.0,11%,TE,Cole Kmet,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,2024-11-10,9.0,10.0,25.245,CHI,Yes,NWE,L 3-19,*,4.0,2.0,13.0,6.5,0.0,50.0%,3.25,0.0,0.0,,,,,,,56.0,93%,0.0,0%,1.0,4%,TE,Cole Kmet,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,2024-11-17,10.0,11.0,25.252,CHI,Yes,GNB,L 19-20,*,3.0,3.0,42.0,14.0,0.0,100.0%,14.0,0.0,0.0,,,,,,,70.0,97%,0.0,0%,4.0,22%,TE,Cole Kmet,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,2024-11-24,11.0,12.0,25.259,CHI,Yes,MIN,L 27-30,*,10.0,7.0,64.0,9.14,0.0,70.0%,6.4,0.0,0.0,,,,,,,76.0,100%,0.0,0%,3.0,10%,TE,Cole Kmet,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,2024-11-28,12.0,13.0,25.263,CHI,No,DET,L 20-23,*,3.0,3.0,26.0,8.67,0.0,100.0%,8.67,0.0,0.0,,,,,,,66.0,99%,0.0,0%,2.0,8%,TE,Cole Kmet,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,2024-12-08,13.0,14.0,25.273,CHI,No,SFO,L 13-38,*,0.0,0.0,0.0,,0.0,0.0%,,0.0,0.0,,,,,,,49.0,92%,0.0,0%,1.0,4%,TE,Cole Kmet,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,2024-12-16,14.0,15.0,25.281,CHI,No,MIN,L 12-30,*,1.0,1.0,14.0,14.0,0.0,100.0%,14.0,0.0,0.0,,,,,,,62.0,93%,0.0,0%,3.0,11%,TE,Cole Kmet,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,2024-12-22,15.0,16.0,25.287,CHI,Yes,DET,L 17-34,*,2.0,2.0,9.0,4.5,1.0,100.0%,4.5,1.0,6.0,,,,,,,57.0,89%,0.0,0%,3.0,12%,TE,Cole Kmet,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,2024-12-26,16.0,17.0,25.291,CHI,Yes,SEA,L 3-6,*,0.0,0.0,0.0,,0.0,0.0%,,0.0,0.0,,,,,,,57.0,93%,0.0,0%,1.0,5%,TE,Cole Kmet,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2024-09-08,1.0,1.0,24.191,WAS,No,TAM,L 20-37,,,,,,,,,,,,,,,,,0.0,0%,0.0,0%,16.0,59%,TE,Colson Yankoff,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2024-09-15,2.0,2.0,24.198,WAS,Yes,NYG,W 21-18,,,,,,,,,,,,,,,,,0.0,0%,0.0,0%,12.0,57%,TE,Colson Yankoff,TE,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
4.0,2024-09-29,4.0,4.0,24.212,WAS,No,ARI,W 42-14,,,,,,,,,,,,,,,,,0.0,0%,0.0,0%,14.0,61%,TE,Colson Yankoff,TE,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
5.0,2024-10-06,5.0,5.0,24.219,WAS,Yes,CLE,W 34-13,,,,,,,,,,,,,,,,,1.0,1%,0.0,0%,21.0,68%,TE,Colson Yankoff,TE,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
6.0,2024-10-13,6.0,6.0,24.226,WAS,No,BAL,L 23-30,,,,,,,,,,,,,,,,,0.0,0%,0.0,0%,17.0,59%,TE,Colson Yankoff,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,2024-10-20,7.0,7.0,24.233,WAS,Yes,CAR,W 40-7,,,,,,,,,,,,,,,,,5.0,7%,0.0,0%,21.0,81%,TE,Colson Yankoff,TE,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
1.0,2024-09-08,1.0,1.0,25.23,PIT,No,ATL,W 18-10,,,,,,,0.0%,,0.0,0.0,,,,,,,5.0,7%,0.0,0%,17.0,68%,TE,Connor Heyward,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2024-09-15,2.0,2.0,25.237,PIT,No,DEN,W 13-6,*,,,,,,0.0%,,0.0,0.0,,,,,,,14.0,21%,0.0,0%,20.0,80%,TE,Connor Heyward,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,2024-09-22,3.0,3.0,25.244,PIT,Yes,LAC,W 20-10,,1.0,1.0,2.0,2.0,0.0,100.0%,2.0,0.0,0.0,,,,,,,11.0,16%,0.0,0%,19.0,73%,TE,Connor Heyward,TE,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
4.0,2024-09-29,4.0,4.0,25.251,PIT,No,IND,L 24-27,*,0.0,0.0,0.0,,0.0,0.0%,,0.0,0.0,,,,,,,18.0,26%,0.0,0%,17.0,63%,TE,Connor Heyward,TE,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
