Rk,Date,G#,Week,Age,Tm,Home,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD.1,Pts,Fmb,FL,FF,FR,Yds.1,TD.2,Num,Pct,Num.1,Pct.1,Num.2,Pct.2,Position,Player,FantPos,Sk,Solo,Ast,Comb,TFL,QBHits,Status,Attempts,Y/A,Yds.2,TD.3,2PM,Cmp,Att.1,Cmp%,Int,Rate,Yds.3,Y/A.1,AY/A,Rt,Yds.4,Y/Rt,TD.4,Sk.1,Yds.5,TD.5
2.0,2024-09-15,2.0,2.0,22.093,WAS,Yes,NYG,W 21-18,,,,,,,0.0%,,0.0,0.0,,,,,,,13.0,18%,0.0,0%,4.0,19%,TE,Ben Sinnott,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,2024-09-23,3.0,3.0,22.101,WAS,No,CIN,W 38-33,,,,,,,0.0%,,0.0,0.0,,,,,,,26.0,44%,0.0,0%,6.0,23%,TE,Ben Sinnott,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2024-09-29,4.0,4.0,22.107,WAS,No,ARI,W 42-14,,0.0,0.0,0.0,,0.0,0.0%,,0.0,0.0,,,,,,,30.0,42%,0.0,0%,4.0,17%,TE,Ben Sinnott,TE,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
5.0,2024-10-06,5.0,5.0,22.114,WAS,Yes,CLE,W 34-13,,,,,,,0.0%,,0.0,0.0,,,,,,,24.0,36%,0.0,0%,8.0,26%,TE,Ben Sinnott,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,2024-10-13,6.0,6.0,22.121,WAS,No,BAL,L 23-30,,,,,,,0.0%,,0.0,0.0,,,,,,,11.0,19%,0.0,0%,9.0,31%,TE,Ben Sinnott,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,2024-10-20,7.0,7.0,22.128,WAS,Yes,CAR,W 40-7,,2.0,2.0,6.0,3.0,1.0,100.0%,3.0,1.0,6.0,,,,,,,31.0,45%,0.0,0%,3.0,12%,TE,Ben Sinnott,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
8.0,2024-10-27,8.0,8.0,22.135,WAS,Yes,CHI,W 18-15,,,,,,,0.0%,,0.0,0.0,,,,,,,16.0,22%,0.0,0%,14.0,54%,TE,Ben Sinnott,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,2024-11-03,9.0,9.0,22.142,WAS,No,NYG,W 27-22,*,1.0,1.0,12.0,12.0,0.0,100.0%,12.0,0.0,0.0,,,,,,,24.0,39%,0.0,0%,8.0,36%,TE,Ben Sinnott,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
10.0,2024-11-10,10.0,10.0,22.149,WAS,Yes,PIT,L 27-28,,,,,,,0.0%,,0.0,0.0,,,,,,,13.0,20%,0.0,0%,11.0,34%,TE,Ben Sinnott,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,2024-11-14,11.0,11.0,22.153,WAS,No,PHI,L 18-26,,,,,,,0.0%,,0.0,0.0,,,,,,,6.0,9%,0.0,0%,13.0,48%,TE,Ben Sinnott,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,2024-11-24,12.0,12.0,22.163,WAS,Yes,DAL,L 26-34,,,,,,,0.0%,,0.0,0.0,,,,,,,21.0,30%,0.0,0%,15.0,39%,TE,Ben Sinnott,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,2024-12-01,13.0,13.0,22.17,WAS,Yes,TEN,W 42-19,,1.0,1.0,3.0,3.0,0.0,100.0%,3.0,0.0,0.0,,,,,,,24.0,29%,0.0,0%,5.0,18%,TE,Ben Sinnott,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
14.0,2024-12-15,14.0,15.0,22.184,WAS,No,NOR,W 20-19,*,1.0,1.0,7.0,7.0,0.0,100.0%,7.0,0.0,0.0,,,,,,,42.0,54%,0.0,0%,7.0,28%,TE,Ben Sinnott,TE,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
15.0,2024-12-22,15.0,16.0,22.191,WAS,Yes,PHI,W 36-33,,,,,,,0.0%,,0.0,0.0,,,,,,,5.0,7%,0.0,0%,11.0,34%,TE,Ben Sinnott,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,2024-12-29,16.0,17.0,22.198,WAS,Yes,ATL,W 30-24,,,,,,,0.0%,,0.0,0.0,,,,,,,8.0,10%,0.0,0%,14.0,52%,TE,Ben Sinnott,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2024-09-15,2.0,2.0,24.177,CLE,No,JAX,W 18-13,,,,,,,0.0%,,0.0,0.0,,,,,,,24.0,33%,0.0,0%,8.0,30%,TE,Blake Whiteheart,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,2024-09-22,3.0,3.0,24.184,CLE,Yes,NYG,L 15-21,,,,,,,0.0%,,0.0,0.0,,,,,,,18.0,27%,0.0,0%,6.0,23%,TE,Blake Whiteheart,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2024-09-29,4.0,4.0,24.191,CLE,No,LVR,L 16-20,,3.0,3.0,13.0,4.33,1.0,100.0%,4.33,1.0,6.0,,,,,,,21.0,36%,0.0,0%,7.0,27%,TE,Blake Whiteheart,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,2024-10-06,5.0,5.0,24.198,CLE,No,WAS,L 13-34,,,,,,,0.0%,,0.0,0.0,,,,,,,15.0,24%,0.0,0%,10.0,32%,TE,Blake Whiteheart,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,2024-11-21,11.0,12.0,24.244,CLE,Yes,PIT,W 24-19,,1.0,1.0,29.0,29.0,0.0,100.0%,29.0,0.0,0.0,,,,,,,10.0,17%,0.0,0%,7.0,35%,TE,Blake Whiteheart,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,2024-12-02,12.0,13.0,24.255,CLE,No,DEN,L 32-41,,1.0,0.0,0.0,,0.0,0.0%,0.0,0.0,0.0,,,,,,,16.0,19%,0.0,0%,13.0,35%,TE,Blake Whiteheart,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,2024-12-08,13.0,14.0,24.261,CLE,No,PIT,L 14-27,*,1.0,0.0,0.0,,0.0,0.0%,0.0,0.0,0.0,,,,,,,13.0,18%,0.0,0%,15.0,52%,TE,Blake Whiteheart,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,2024-12-15,14.0,15.0,24.268,CLE,Yes,KAN,L 7-21,,1.0,0.0,0.0,,0.0,0.0%,0.0,0.0,0.0,,,,,,,23.0,37%,0.0,0%,11.0,42%,TE,Blake Whiteheart,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,2024-12-22,15.0,16.0,24.275,CLE,No,CIN,L 6-24,,,,,,,0.0%,,0.0,0.0,,,,,,,12.0,18%,0.0,0%,11.0,52%,TE,Blake Whiteheart,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,2024-12-29,16.0,17.0,24.282,CLE,Yes,MIA,L 3-20,,1.0,1.0,8.0,8.0,0.0,100.0%,8.0,0.0,0.0,,,,,,,34.0,43%,0.0,0%,10.0,43%,TE,Blake Whiteheart,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2024-09-08,1.0,1.0,26.008,SEA,Yes,DEN,W 26-20,,,,,,,,,,,,,,,,,4.0,6%,0.0,0%,30.0,88%,TE,Brady Russell,TE,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
2.0,2024-09-15,2.0,2.0,26.015,SEA,No,NWE,W 23-20,,,,,,,,,,,,,,,,,6.0,9%,0.0,0%,20.0,65%,TE,Brady Russell,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
3.0,2024-09-22,3.0,3.0,26.022,SEA,Yes,MIA,W 24-3,,,,,,,,,,,,,,,,,3.0,5%,0.0,0%,20.0,74%,TE,Brady Russell,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2024-09-30,4.0,4.0,26.03,SEA,No,DET,L 29-42,,,,,,,,,,,,,,,,,3.0,3%,0.0,0%,19.0,66%,TE,Brady Russell,TE,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
5.0,2024-10-06,5.0,5.0,26.036,SEA,Yes,NYG,L 20-29,,,,,,,,,,,,,,,,,2.0,3%,0.0,0%,20.0,67%,TE,Brady Russell,TE,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
6.0,2024-10-10,6.0,6.0,26.04,SEA,Yes,SFO,L 24-36,,,,,,,,,,,,,,,,,1.0,1%,0.0,0%,20.0,67%,TE,Brady Russell,TE,0.0,1.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
7.0,2024-10-20,7.0,7.0,26.05,SEA,No,ATL,W 34-14,,,,,,,,,,,,,,,,,0.0,0%,0.0,0%,18.0,69%,TE,Brady Russell,TE,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
8.0,2024-10-27,8.0,8.0,26.057,SEA,Yes,BUF,L 10-31,,,,,,,,,,,,,,,,,4.0,8%,0.0,0%,18.0,79%,TE,Brady Russell,TE,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
9.0,2024-11-03,9.0,9.0,26.064,SEA,Yes,LAR,L 20-26,,,,,,,,,,,,,,,,,9.0,11%,0.0,0%,28.0,88%,TE,Brady Russell,TE,0.0,1.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
12.0,2024-12-01,12.0,13.0,26.092,SEA,No,NYJ,W 26-21,,,,,,,,,,,,,,,,,0.0,0%,0.0,0%,17.0,71%,TE,Brady Russell,TE,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
13.0,2024-12-08,13.0,14.0,26.099,SEA,No,ARI,W 30-18,,,,,,,,,,,,,,,,,1.0,2%,0.0,0%,20.0,69%,TE,Brady Russell,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,2024-09-22,3.0,3.0,24.316,SFO,No,LAR,L 24-27,,,,,,,,,,,,,,,,,4.0,6%,0.0,0%,16.0,59%,TE,Brayden Willis,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
8.0,2024-10-27,8.0,8.0,24.351,SFO,Yes,DAL,W 30-24,,,,,,,,,,,,,,,,,1.0,1%,0.0,0%,8.0,27%,TE,Brayden Willis,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,2024-11-17,10.0,11.0,25.006,SFO,Yes,SEA,L 17-20,,,,,,,,,,,,,,,,,0.0,0%,0.0,0%,14.0,67%,TE,Brayden Willis,TE,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
11.0,2024-11-24,11.0,12.0,25.013,SFO,No,GNB,L 10-38,,,,,,,,,,,,,,,,,1.0,2%,0.0,0%,15.0,60%,TE,Brayden Willis,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,2024-12-01,12.0,13.0,25.02,SFO,No,BUF,L 10-35,,,,,,,,,,,,,,,,,0.0,0%,0.0,0%,15.0,60%,TE,Brayden Willis,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,2024-12-08,13.0,14.0,25.027,SFO,Yes,CHI,W 38-13,,,,,,,,,,,,,,,,,4.0,7%,0.0,0%,18.0,72%,TE,Brayden Willis,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,2024-12-12,14.0,15.0,25.031,SFO,Yes,LAR,L 6-12,,,,,,,,,,,,,,,,,0.0,0%,0.0,0%,20.0,74%,TE,Brayden Willis,TE,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
15.0,2024-12-22,15.0,16.0,25.041,SFO,No,MIA,L 17-29,,,,,,,,,,,,,,,,,1.0,2%,0.0,0%,21.0,75%,TE,Brayden Willis,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,2024-12-30,16.0,17.0,25.049,SFO,Yes,DET,L 34-40,,,,,,,,,,,,,,,,,1.0,2%,0.0,0%,14.0,52%,TE,Brayden Willis,TE,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
2.0,2024-09-15,2.0,2.0,24.334,NYJ,No,TEN,W 24-17,,,,,,,,,,,,,,,,,4.0,7%,0.0,0%,3.0,12%,TE,Brenden Bates,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,2024-09-19,3.0,3.0,24.338,NYJ,Yes,NWE,W 24-3,,,,,,,,,,,,,,,,,11.0,15%,0.0,0%,2.0,10%,TE,Brenden Bates,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2024-09-29,4.0,4.0,24.348,NYJ,Yes,DEN,L 9-10,,,,,,,,,,,,,,,,,1.0,1%,0.0,0%,3.0,11%,TE,Brenden Bates,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,2024-10-06,5.0,5.0,24.355,NYJ,No,MIN,L 17-23,,,,,,,,,,,,,,,,,10.0,14%,0.0,0%,7.0,24%,TE,Brenden Bates,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,2024-10-14,6.0,6.0,24.363,NYJ,Yes,BUF,L 20-23,,,,,,,,,,,,,,,,,0.0,0%,0.0,0%,14.0,56%,TE,Brenden Bates,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,2024-12-29,16.0,17.0,25.073,CLE,Yes,MIA,L 3-20,,,,,,,,,,,,,,,,,3.0,4%,0.0,0%,0.0,0%,TE,Brenden Bates,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2024-09-08,1.0,1.0,23.256,JAX,No,MIA,L 17-20,,,,,,,0.0%,,0.0,0.0,,,,,,,19.0,36%,0.0,0%,16.0,64%,TE,Brenton Strange,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2024-09-15,2.0,2.0,23.263,JAX,Yes,CLE,L 13-18,*,6.0,3.0,65.0,21.67,0.0,50.0%,10.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,68%,0.0,0%,17.0,63%,TE,Brenton Strange,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
3.0,2024-09-23,3.0,3.0,23.271,JAX,No,BUF,L 10-47,*,5.0,2.0,12.0,6.0,1.0,40.0%,2.4,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,70%,0.0,0%,2.0,8%,TE,Brenton Strange,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
4.0,2024-09-29,4.0,4.0,23.277,JAX,No,HOU,L 20-24,*,3.0,3.0,19.0,6.33,0.0,100.0%,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,72%,0.0,0%,5.0,17%,TE,Brenton Strange,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
5.0,2024-10-06,5.0,5.0,23.284,JAX,Yes,IND,W 37-34,*,4.0,4.0,24.0,6.0,1.0,100.0%,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,84%,0.0,0%,7.0,21%,TE,Brenton Strange,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
6.0,2024-10-13,6.0,6.0,23.291,JAX,No,CHI,L 16-35,,2.0,1.0,11.0,11.0,0.0,50.0%,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,37%,0.0,0%,8.0,33%,TE,Brenton Strange,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
7.0,2024-10-20,7.0,7.0,23.298,JAX,Yes,NWE,W 32-16,,0.0,0.0,0.0,,0.0,0.0%,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,46%,0.0,0%,12.0,55%,TE,Brenton Strange,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
8.0,2024-10-27,8.0,8.0,23.305,JAX,Yes,GNB,L 27-30,,5.0,5.0,59.0,11.8,0.0,100.0%,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,39%,0.0,0%,17.0,52%,TE,Brenton Strange,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
9.0,2024-11-03,9.0,9.0,23.312,JAX,No,PHI,L 23-28,,,,,,,0.0%,,0.0,0.0,,,,,,,9.0,17%,0.0,0%,16.0,70%,TE,Brenton Strange,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,2024-11-10,10.0,10.0,23.319,JAX,Yes,MIN,L 7-12,*,3.0,2.0,25.0,12.5,0.0,66.7%,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,41%,0.0,0%,13.0,69%,TE,Brenton Strange,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
11.0,2024-11-17,11.0,11.0,23.326,JAX,No,DET,L 6-52,*,1.0,1.0,6.0,6.0,0.0,100.0%,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,50%,0.0,0%,18.0,69%,TE,Brenton Strange,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
12.0,2024-12-01,12.0,13.0,23.34,JAX,Yes,HOU,L 20-23,,2.0,1.0,14.0,14.0,0.0,50.0%,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,41%,0.0,0%,18.0,67%,TE,Brenton Strange,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
13.0,2024-12-08,13.0,14.0,23.347,JAX,No,TEN,W 10-6,,1.0,1.0,21.0,21.0,0.0,100.0%,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,44%,0.0,0%,13.0,72%,TE,Brenton Strange,TE,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
14.0,2024-12-15,14.0,15.0,23.354,JAX,Yes,NYJ,L 25-32,*,12.0,11.0,73.0,6.64,0.0,91.7%,6.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,82%,0.0,0%,13.0,46%,TE,Brenton Strange,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
15.0,2024-12-22,15.0,16.0,23.361,JAX,No,LVR,L 14-19,*,4.0,2.0,22.0,11.0,0.0,50.0%,5.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,34.0,51%,0.0,0%,14.0,52%,TE,Brenton Strange,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
16.0,2024-12-29,16.0,17.0,24.002,JAX,Yes,TEN,W 20-13,*,1.0,0.0,0.0,,0.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,72%,0.0,0%,10.0,48%,TE,Brenton Strange,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
1.0,2024-09-08,1.0,1.0,24.054,HOU,No,IND,W 29-27,,2.0,1.0,3.0,3.0,0.0,50.0%,1.5,,,,,,,,,40.0,51%,0.0,0%,13.0,52%,TE,Brevin Jordan,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2024-09-15,2.0,2.0,24.061,HOU,Yes,CHI,W 19-13,*,1.0,1.0,4.0,4.0,0.0,100.0%,4.0,,,,,,,,,27.0,44%,0.0,0%,7.0,23%,TE,Brevin Jordan,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2024-09-08,1.0,1.0,24.256,DAL,No,CLE,W 33-17,,,,,,,0.0%,,,,,,,,,,19.0,30%,0.0,0%,4.0,11%,TE,Brevyn Spann-Ford,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2024-09-15,2.0,2.0,24.263,DAL,Yes,NOR,L 19-44,,1.0,0.0,0.0,,0.0,0.0%,0.0,,,,,,,,,22.0,31%,0.0,0%,1.0,4%,TE,Brevyn Spann-Ford,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
3.0,2024-09-22,3.0,3.0,24.27,DAL,Yes,BAL,L 25-28,,,,,,,0.0%,,,,,,,,,,9.0,11%,0.0,0%,9.0,32%,TE,Brevyn Spann-Ford,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2024-09-26,4.0,4.0,24.274,DAL,No,NYG,W 20-15,,,,,,,0.0%,,,,,,,,,,5.0,9%,0.0,0%,9.0,36%,TE,Brevyn Spann-Ford,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,2024-10-06,5.0,5.0,24.284,DAL,No,PIT,W 20-17,,3.0,2.0,20.0,10.0,0.0,66.7%,6.67,,,,,,,,,15.0,20%,0.0,0%,4.0,17%,TE,Brevyn Spann-Ford,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
6.0,2024-10-13,6.0,6.0,24.291,DAL,Yes,DET,L 9-47,,,,,,,0.0%,,,,,,,,,,13.0,19%,0.0,0%,10.0,36%,TE,Brevyn Spann-Ford,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,2024-10-27,7.0,8.0,24.305,DAL,No,SFO,L 24-30,,2.0,0.0,0.0,,0.0,0.0%,0.0,,,,,,,,,19.0,31%,0.0,0%,7.0,23%,TE,Brevyn Spann-Ford,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
8.0,2024-11-03,8.0,9.0,24.312,DAL,No,ATL,L 21-27,,,,,,,0.0%,,,,,,,,,,16.0,21%,0.0,0%,5.0,19%,TE,Brevyn Spann-Ford,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,2024-11-10,9.0,10.0,24.319,DAL,Yes,PHI,L 6-34,,,,,,,0.0%,,,,,,,,,,6.0,10%,0.0,0%,7.0,25%,TE,Brevyn Spann-Ford,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,2024-11-18,10.0,11.0,24.327,DAL,Yes,HOU,L 10-34,,5.0,4.0,42.0,10.5,0.0,80.0%,8.4,,,,,,,,,41.0,49%,0.0,0%,10.0,37%,TE,Brevyn Spann-Ford,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
11.0,2024-11-24,11.0,12.0,24.333,DAL,No,WAS,W 34-26,,2.0,2.0,24.0,12.0,0.0,100.0%,12.0,,,,,,,,,33.0,50%,0.0,0%,2.0,5%,TE,Brevyn Spann-Ford,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
12.0,2024-11-28,12.0,13.0,24.337,DAL,Yes,NYG,W 27-20,,0.0,0.0,0.0,,0.0,0.0%,,,,,,,,,,32.0,42%,0.0,0%,8.0,26%,TE,Brevyn Spann-Ford,TE,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
13.0,2024-12-09,13.0,14.0,24.348,DAL,Yes,CIN,L 20-27,,0.0,0.0,0.0,,0.0,0.0%,,,,,,,,,,11.0,18%,0.0,0%,10.0,37%,TE,Brevyn Spann-Ford,TE,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
14.0,2024-12-15,14.0,15.0,24.354,DAL,No,CAR,W 30-14,,1.0,1.0,2.0,2.0,0.0,100.0%,2.0,,,,,,,,,22.0,30%,0.0,0%,5.0,20%,TE,Brevyn Spann-Ford,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
15.0,2024-12-22,15.0,16.0,24.361,DAL,Yes,TAM,W 26-24,,0.0,0.0,0.0,,0.0,0.0%,,,,,,,,,,13.0,22%,0.0,0%,11.0,37%,TE,Brevyn Spann-Ford,TE,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
16.0,2024-12-29,16.0,17.0,25.002,DAL,No,PHI,L 7-41,,,,,,,0.0%,,,,,,,,,,9.0,15%,0.0,0%,7.0,27%,TE,Brevyn Spann-Ford,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2024-09-08,1.0,1.0,21.27,LVR,No,LAC,L 10-22,,8.0,6.0,58.0,9.67,0.0,75.0%,7.25,0.0,0.0,,,,,0.0,0.0,41.0,68%,0.0,0%,0.0,0%,TE,Brock Bowers,TE,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
2.0,2024-09-15,2.0,2.0,21.277,LVR,No,BAL,W 26-23,*,9.0,9.0,98.0,10.89,0.0,100.0%,10.89,0.0,0.0,,,,,0.0,0.0,43.0,68%,0.0,0%,0.0,0%,TE,Brock Bowers,TE,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
3.0,2024-09-22,3.0,3.0,21.284,LVR,Yes,CAR,L 22-36,*,4.0,3.0,41.0,13.67,0.0,75.0%,10.25,0.0,0.0,,,,,0.0,0.0,42.0,66%,0.0,0%,0.0,0%,TE,Brock Bowers,TE,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
4.0,2024-09-29,4.0,4.0,21.291,LVR,Yes,CLE,W 20-16,*,3.0,2.0,19.0,9.5,0.0,66.7%,6.33,0.0,0.0,,,,,12.0,0.0,48.0,81%,0.0,0%,0.0,0%,TE,Brock Bowers,TE,,,,,,,,1.0,12.0,,,,,,,,,,,,,,,,,,
5.0,2024-10-06,5.0,5.0,21.298,LVR,No,DEN,L 18-34,*,12.0,8.0,97.0,12.13,1.0,66.7%,8.08,0.0,6.0,,,,,0.0,1.0,55.0,79%,0.0,0%,0.0,0%,TE,Brock Bowers,TE,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
6.0,2024-10-13,6.0,6.0,21.305,LVR,Yes,PIT,L 13-32,*,10.0,9.0,71.0,7.89,0.0,90.0%,7.1,0.0,0.0,,,,,0.0,0.0,50.0,79%,0.0,0%,0.0,0%,TE,Brock Bowers,TE,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
7.0,2024-10-20,7.0,7.0,21.312,LVR,No,LAR,L 15-20,*,14.0,10.0,93.0,9.3,0.0,71.4%,6.64,0.0,0.0,,,,,0.0,0.0,66.0,84%,0.0,0%,0.0,0%,TE,Brock Bowers,TE,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8.0,2024-10-27,8.0,8.0,21.319,LVR,Yes,KAN,L 20-27,*,5.0,5.0,58.0,11.6,0.0,100.0%,11.6,0.0,0.0,,,,,0.0,0.0,53.0,91%,0.0,0%,0.0,0%,TE,Brock Bowers,TE,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
9.0,2024-11-03,9.0,9.0,21.326,LVR,No,CIN,L 24-41,*,8.0,5.0,45.0,9.0,1.0,62.5%,5.63,0.0,6.0,,,,,0.0,1.0,55.0,90%,0.0,0%,0.0,0%,TE,Brock Bowers,TE,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
